rsi,currentADX,prevADX,rvol,atrPercentage,upperWick,lowerWick,bodySize,isWhipsaw,directionIntent,target_win
40.6307,24.3757,23.9839,4.0990,0.8038,0.1200,0.8200,0.5000,1,-1,0
54.5131,24.9266,26.3431,0.3544,0.8854,0.4300,0.0800,0.5700,0,-1,0
66.4586,21.7648,20.8420,0.7212,0.4820,0.5000,0.2300,0.4300,0,1,0
53.3532,33.9123,36.1654,0.7065,0.3411,0.0300,0.7000,0.0400,0,1,0
66.5217,31.4198,31.8151,0.8658,0.3759,0.0600,0.0000,1.2600,0,1,1
77.7941,32.4731,29.8952,2.0290,0.3261,0.4300,0.1200,0.4000,1,1,0
59.2917,39.0556,39.7933,1.4983,0.3840,0.2300,0.2800,0.2000,0,1,0
40.2570,18.1989,18.0622,1.7627,0.3736,0.1400,0.4500,0.6000,1,-1,0
59.7902,23.1853,24.1650,1.2057,0.3803,0.0100,0.0800,0.5000,0,-1,0
64.2215,25.7159,24.4810,1.8550,0.3616,0.2400,0.3700,0.2000,0,1,0
46.7518,18.3507,18.1921,1.0840,0.3175,0.0100,0.2600,0.2400,0,-1,0
60.2356,17.7330,16.9595,1.7347,0.3467,0.3000,0.4500,0.1100,1,1,0
45.7623,16.9758,18.1748,0.9516,0.3834,0.2000,0.0100,0.2600,0,1,0
37.9340,16.8182,16.1337,2.8404,0.4210,0.0300,0.0800,1.3600,1,-1,0
63.0063,22.1114,22.0424,1.5251,0.4635,0.2100,0.2400,0.8600,0,1,0
51.8279,22.9580,24.4026,1.9132,0.5678,0.0600,0.4600,1.9900,0,1,0
45.3320,11.1948,10.8654,0.5138,0.4364,0.0100,0.4000,0.2900,1,-1,0
60.3939,11.6312,11.4783,2.0660,0.4457,0.1300,0.0000,1.3600,0,1,0
51.8881,15.5890,16.1403,1.1765,0.5102,0.1100,0.1900,1.5100,1,1,0
47.6429,14.0301,15.0030,1.0841,0.6486,0.1200,0.2600,0.3200,0,1,1
70.4687,23.3988,21.2957,0.9565,0.6874,0.0300,0.0900,1.1400,0,1,0
37.4581,19.1061,18.7893,1.4994,0.4477,0.3500,0.0700,0.5600,0,-1,0
41.6564,17.5190,17.1761,4.2231,0.6014,1.3500,0.0000,0.7900,0,-1,1
28.0079,34.3928,33.1329,1.2286,0.6697,0.8100,0.0200,0.6000,0,-1,0
43.0915,37.1138,37.2390,0.8736,0.7278,0.0800,0.2300,1.0900,0,-1,0
58.9444,20.9519,21.5705,1.0941,0.4078,0.4900,0.0200,0.1200,0,1,0
57.3876,18.9149,19.9168,1.1209,0.4024,0.1900,0.5900,0.5500,1,1,0
39.5098,18.6592,17.4054,0.9995,0.4388,0.0000,0.4300,0.6300,0,-1,0
47.3518,25.3865,26.4184,1.2560,0.4534,0.3800,0.1000,0.3000,0,-1,1
32.0801,21.4243,19.9979,2.4698,0.5560,0.3600,0.7300,0.1100,0,-1,0
47.3705,32.1858,32.7741,0.3703,0.7017,0.0800,0.6900,0.0001,0,-1,1
25.0898,19.1417,16.9374,5.0351,0.7639,0.3600,0.0500,3.2700,0,-1,0
46.3056,25.9405,26.0681,1.3947,0.9673,0.3500,0.1600,1.2600,0,-1,0
66.6143,25.9563,25.0812,1.2074,0.3648,0.2900,0.1100,0.2100,0,1,0
42.3805,31.6770,33.2045,0.5176,0.2696,0.1200,0.4300,0.1100,0,-1,1
21.5563,34.3882,32.4627,2.4786,0.4146,0.0700,1.0200,0.6600,0,-1,0
31.0387,43.9894,42.9963,1.2517,0.6603,0.3000,0.7400,0.6900,1,-1,0
51.8051,37.7050,40.4490,1.0971,0.6771,0.8700,0.2900,0.1600,0,-1,0
47.3991,26.7772,28.3758,1.7662,0.6548,0.4400,0.4600,0.2700,0,-1,1
32.4616,40.8897,40.0124,0.7747,0.6781,0.3900,0.5800,0.2300,0,-1,1
31.0679,49.3546,47.3486,1.9573,0.8608,0.4900,1.8800,1.0500,0,-1,0
46.3056,52.3063,54.1063,0.5983,0.9918,0.0700,0.0600,2.3600,1,-1,1
36.8897,18.2324,16.7802,2.9591,1.0292,0.2800,0.9800,1.9600,0,-1,0
43.8179,30.2472,30.6553,0.2755,0.8268,0.2200,0.1100,0.1800,1,-1,1
26.9866,34.6762,32.6190,2.6596,0.8436,0.3800,0.5500,1.0900,0,-1,0
47.9656,35.3212,37.7726,0.6657,0.8409,0.2200,0.0400,1.3200,0,-1,0
60.0592,12.1020,12.1625,1.6027,0.5728,0.2600,0.0900,0.5300,0,1,0
43.8668,19.7648,20.7943,2.0061,0.4666,0.2500,0.1600,0.7500,1,-1,0
53.7752,17.7169,17.2521,1.0280,0.4623,0.3200,0.2400,0.0900,1,1,0
45.4061,19.4507,20.3090,1.0198,0.4225,0.0200,0.2500,0.4700,0,1,0
46.2350,14.3536,13.6485,1.4331,0.4548,0.1200,0.4600,0.2200,1,1,1
68.5830,19.2747,16.9095,4.3281,0.4564,0.8300,0.0700,0.8600,1,1,0
62.8728,27.3804,27.9876,1.6143,0.6231,0.0900,0.9000,0.6800,0,1,1
75.5994,28.6159,26.7478,1.4191,0.7276,0.6000,0.2000,0.7800,0,1,0
45.2759,25.5699,27.0214,0.3830,0.5578,0.1500,0.1800,0.6900,0,1,0
59.2578,21.9962,22.3046,1.0779,0.5202,0.1100,0.1300,1.5900,0,1,0
34.9828,16.5272,15.9071,1.1395,0.4430,0.5000,0.1000,1.4500,0,-1,0
60.5691,20.1217,20.1210,1.3742,0.5237,0.4000,0.0000,1.0300,0,-1,0
72.0637,22.2200,20.3346,3.1048,0.6013,0.1800,0.0600,2.4400,0,1,0
46.3690,29.1157,31.0658,2.8788,0.6538,0.1300,0.4400,1.6600,0,1,0
33.4243,27.1344,26.0169,3.2940,0.7512,0.1100,0.3300,1.8300,1,-1,0
53.7267,33.4221,34.9306,1.8751,0.4953,0.1800,0.0900,0.2900,0,-1,0
59.1223,34.4598,36.7210,1.2059,0.4916,0.2400,0.0000,1.2000,0,-1,0
60.6093,12.4184,11.9596,2.3918,0.5889,1.1200,0.4000,0.2100,0,1,1
75.2708,21.4886,19.5183,1.6453,0.7419,0.1400,0.0500,1.5600,0,1,1
79.9864,39.5012,37.2220,1.7656,0.4522,0.4500,0.3300,0.3400,0,1,0
50.1219,35.0427,37.1199,1.2540,0.4470,0.3000,0.0400,0.6400,1,1,0
31.9123,30.2857,28.1943,2.1652,0.5622,0.0000,1.2700,1.9300,1,-1,0
52.7620,32.9177,34.6523,1.2892,0.4775,0.2600,0.0100,0.2000,0,-1,0
65.6079,29.9119,30.3355,1.6793,0.5184,0.5200,0.6300,0.1000,0,1,1
75.3332,22.9390,20.6128,2.9265,0.4491,0.0300,0.0500,1.8900,0,1,0
53.9940,25.7261,26.6355,1.9564,0.5051,0.0400,0.2000,1.2500,0,1,1
67.0617,19.9449,19.2469,4.7294,0.5116,0.3000,0.5800,0.7600,0,1,0
42.5396,16.6485,16.9552,1.1147,0.6527,0.1100,0.3200,0.6600,0,-1,0
61.3611,14.7018,14.6189,1.5382,0.6540,0.0600,0.0700,1.3100,0,1,1
73.6636,36.3159,34.9267,1.4171,0.3764,0.4100,0.1000,0.1600,0,1,0
58.0800,34.0184,35.6779,1.1721,0.4174,0.1700,0.5700,0.0001,0,1,0
42.9370,20.0919,20.5962,1.1210,0.4766,0.4800,0.0900,0.3400,0,-1,0
55.2550,18.9925,20.4154,0.8617,0.5315,0.0900,0.0100,1.1200,0,-1,0
60.1512,16.2915,16.4123,1.7685,0.4121,0.5100,0.0000,0.7900,1,1,0
55.5820,16.7264,17.6019,1.9247,0.4568,0.6700,0.8500,0.5100,0,1,0
36.4450,16.3568,15.8458,0.7257,0.5585,0.1000,0.1800,0.4100,0,-1,0
60.0421,15.7024,15.7785,0.6354,0.4683,0.0300,0.0200,0.8000,0,-1,0
69.0201,19.9417,17.9702,1.9883,0.5302,0.7600,0.0100,0.6600,0,1,0
43.9900,28.7743,29.7766,1.3556,0.6461,0.0400,0.6700,0.7100,0,1,0
33.5158,28.3466,27.4182,5.6982,0.6674,0.3300,1.0200,1.4200,0,-1,0
47.7076,35.2816,36.0046,0.1950,0.5668,0.0200,0.0700,0.4500,0,-1,0
66.0220,19.4554,19.3514,1.1154,0.3112,0.0000,0.1900,0.2700,0,1,0
49.6466,19.7630,20.4568,2.6415,0.3582,0.2200,0.5500,0.0100,1,1,0
46.3767,18.8976,19.6019,2.0088,0.4262,0.2800,0.0000,1.6600,1,1,0
43.0479,13.9183,13.6562,1.5255,0.4872,0.4400,0.1900,0.3200,0,-1,0
61.9380,15.6119,14.4500,2.4405,0.5530,0.1000,0.0600,1.1900,1,1,0
39.8261,19.7828,18.9231,0.5010,0.4173,0.4500,0.2100,0.1200,0,-1,0
48.5654,24.0297,23.8940,0.5172,0.4258,0.0300,0.1600,0.3100,0,-1,1
26.1785,31.1276,28.9157,2.3315,0.4983,0.1200,0.2400,0.9500,0,-1,0
41.9032,49.8754,50.9959,3.4200,0.6588,0.1700,0.1000,1.6500,0,-1,0
56.4084,38.4959,40.7560,1.3974,0.7184,0.1900,0.0000,1.7500,0,-1,1
30.5318,41.2825,39.7929,3.0814,0.5728,0.4900,0.3700,0.6000,0,-1,0
54.5369,38.3347,40.9692,0.5385,0.3661,0.0700,0.0400,0.4700,0,-1,0
54.0301,22.0141,23.2825,0.9137,0.4447,0.0000,0.0500,0.7600,1,-1,0
65.4430,19.2383,18.3001,5.8361,0.5243,0.8100,0.1300,2.5700,1,1,0
61.7635,21.7436,21.3631,2.0162,0.6237,0.3000,0.4600,0.8800,1,1,0
55.3892,20.9862,21.9525,2.1163,0.7151,0.0100,0.6700,0.3600,1,1,1
75.9322,33.4687,31.5668,2.4271,0.7445,0.1300,0.1100,2.3400,1,1,1
79.0681,56.0421,54.3338,1.6852,0.7964,0.9400,0.5000,0.3000,0,1,1
72.5906,61.2989,60.7369,3.4740,0.7424,0.1400,0.0000,3.0900,1,1,0
49.5979,51.5323,54.9690,0.7744,0.8075,0.1700,0.0200,1.4700,0,1,1
71.8890,40.5428,38.7579,1.5427,0.6196,1.0300,0.0100,1.2800,0,1,0
66.6021,47.5768,48.9713,4.1762,0.6904,0.5400,2.8600,0.9900,0,1,0
41.8716,43.9776,46.2819,2.5632,0.9080,0.5200,1.0700,2.7600,0,1,1
66.6308,23.7810,23.0746,2.8772,0.8290,0.2300,0.0000,3.4100,0,1,0
40.9553,21.3352,20.9320,0.4943,0.9245,0.0000,0.9000,0.7700,0,-1,0
22.8111,19.3637,15.7307,5.8966,1.2606,1.4900,3.5600,10.2100,0,-1,0
22.4623,26.1781,22.7724,3.7969,1.8788,1.2900,0.4200,7.7600,1,-1,0
70.7105,24.4489,22.5074,1.3559,0.5189,0.6600,0.0800,0.3800,0,1,0
49.9563,20.7464,22.0582,0.6078,0.4579,0.1300,0.1700,0.3900,0,1,0
41.3295,17.9563,15.9058,5.2796,0.4768,0.1400,1.9100,0.5500,1,-1,1
27.5605,34.1585,32.0941,2.1009,0.5104,0.1300,0.5700,0.9600,0,-1,1
17.5354,47.6170,45.7285,1.8356,0.6679,0.0700,0.9000,0.0600,0,-1,0
56.7517,27.6414,27.1268,0.5847,0.7155,0.5100,0.0900,0.7000,0,1,0
36.1827,20.4796,18.9433,1.3123,0.6806,0.0100,0.1700,1.2400,1,-1,0
58.3546,20.6567,21.3076,1.2397,0.4125,0.2000,0.0000,0.6900,0,-1,1
40.7344,29.7419,30.9371,4.0203,0.6870,0.4100,1.4400,1.3500,0,1,0
41.2757,24.1873,24.6112,1.2971,0.8157,0.1100,0.5300,1.3500,1,-1,0
67.0445,14.3902,14.4493,0.6048,0.6026,0.0000,0.2000,0.6900,1,1,0
33.9201,15.9993,13.8488,4.2113,0.4630,0.2500,0.7500,0.1400,0,-1,0
43.1548,11.5574,12.1343,2.6374,0.6724,1.6600,0.3200,0.3800,0,-1,0
55.5521,11.6920,11.7499,1.5820,0.8347,0.1800,0.3700,2.6100,0,-1,0
66.7562,15.6097,13.9661,2.5900,0.7929,0.9700,0.2000,0.0400,0,1,0
52.4499,21.4613,21.5354,1.3162,0.7302,0.4100,0.2900,1.0200,0,1,1
59.9144,36.2801,34.8050,1.4514,0.4713,1.2400,0.1100,0.3600,1,1,0
66.6673,38.8548,37.4959,1.5838,0.5241,0.7600,0.0100,1.8800,0,1,0
50.8329,36.7829,37.4408,0.5007,0.6658,0.2400,0.3300,0.4900,0,1,0
33.9626,22.4408,22.5914,1.7115,0.4544,0.0400,0.0200,1.5700,0,-1,0
55.9754,21.2542,22.2754,1.4877,0.6422,0.5200,0.0900,1.3800,1,-1,1
31.1387,31.4699,29.5277,2.0737,0.8006,0.4500,0.2000,0.5900,0,-1,0
58.8456,13.3257,12.7490,3.1463,0.4457,0.6700,0.0200,0.2600,0,1,0
44.6946,19.2146,20.1045,0.9457,0.3863,0.0000,0.0000,0.6400,0,1,0
38.3137,19.1872,18.4366,0.9608,0.3788,0.0000,0.1700,0.7700,0,-1,1
24.6675,32.9654,30.4989,3.1590,0.4559,0.1300,0.1700,1.0500,0,-1,0
37.9924,36.5590,35.6645,2.7559,0.5421,0.0300,0.4900,1.6800,0,-1,0
50.8028,36.5654,39.0332,2.5252,0.6681,0.2600,0.2800,2.5200,0,-1,0
74.7868,38.5399,36.6581,8.6276,1.1467,4.2000,0.1000,4.1600,0,1,1
76.8301,54.3052,53.7627,2.0055,0.5764,0.1200,0.1700,1.4900,0,1,0
60.9067,52.9362,54.5367,0.8515,0.6369,0.2700,0.3100,0.8000,0,1,0
43.6892,32.7971,34.2793,0.7389,0.5316,0.1500,0.5300,0.3100,0,-1,0
37.4266,28.4110,28.7719,2.9740,0.5802,0.0000,0.0000,2.3700,0,-1,0
53.8948,20.5260,21.4640,0.8457,0.6003,0.5300,0.0100,0.2100,1,-1,0
72.7544,22.8441,20.6373,4.0784,0.7270,1.2200,0.0400,3.3300,0,1,0
79.5484,27.7703,24.9530,3.9180,0.8428,1.2900,0.4300,2.2600,0,1,0
49.2044,33.4859,35.7649,1.2694,0.7189,0.1100,1.0000,1.3000,0,1,1
78.2608,36.1823,33.1241,3.5090,0.5769,0.2700,0.2400,1.2000,0,1,0
67.1246,43.6298,42.4841,0.9287,0.7497,0.3200,0.9700,0.3000,0,1,0
32.9267,21.7365,20.4744,2.1105,0.4977,0.3400,0.3400,0.5900,0,-1,0
60.2879,22.4628,22.5686,1.1412,0.5125,0.0400,0.2200,1.9000,1,1,0
51.3132,21.6912,23.3562,1.5397,0.5947,0.1700,0.9700,0.2000,0,1,1
73.7700,24.2434,22.1315,1.9297,0.6437,0.1100,0.5200,1.3000,0,1,0
47.6276,26.9369,28.5404,1.7418,0.7478,0.6800,1.0700,3.6600,1,1,0
35.4395,29.3759,28.2853,1.8873,1.0606,0.1300,2.3200,0.3100,0,-1,0
53.6163,22.1327,23.5197,1.3495,0.8028,1.5700,0.0000,0.0700,0,1,0
55.6009,20.8699,21.6710,2.1577,0.8886,1.8400,0.0400,2.7600,0,-1,0
67.6644,20.7139,19.8641,6.1021,0.9369,0.0800,0.1500,3.4400,0,1,0
49.3029,20.9287,22.4608,0.7409,0.9776,0.2900,0.6800,1.4200,0,1,0
35.3011,19.4839,18.4812,0.5672,0.7445,0.2700,0.9400,0.4500,0,-1,1
29.6257,36.0798,34.3376,0.9421,0.9019,0.5400,0.0600,1.0700,1,-1,0
51.7620,30.9594,33.1276,1.9395,0.6663,0.4400,0.5200,0.7800,0,-1,1
30.4295,25.7347,23.9621,1.8466,0.7792,0.1100,0.4800,0.5100,0,-1,0
23.4340,30.4764,27.8308,3.3777,0.9048,0.1600,1.2800,2.2100,0,-1,0
68.7091,15.8182,14.0705,3.7458,0.5816,0.1400,0.0800,2.9100,0,1,1
67.0125,33.3264,31.5667,0.6129,0.7340,0.3200,0.2500,0.5600,0,1,1
69.8774,30.3937,29.1052,2.9469,0.6224,0.5100,0.1400,1.8900,0,1,1
80.2095,35.8145,33.7454,4.5769,0.8292,1.1600,0.2300,2.1200,0,1,0
54.1253,37.5735,38.6406,0.6591,0.6998,0.1900,0.2400,0.5600,0,1,1
63.3446,25.7628,25.0268,2.5350,0.6959,0.2100,0.3200,2.0600,1,1,0
48.2064,35.6803,38.2835,1.8321,0.7968,0.0600,1.4500,1.7100,0,1,0
41.1554,30.4419,31.2651,1.1515,0.8334,0.4400,0.4100,1.6900,0,-1,0
52.2312,19.5419,20.9650,0.8827,0.7702,0.2000,0.5200,0.8400,1,-1,0
65.7984,19.0813,17.9136,0.7904,0.6295,0.2500,0.0400,1.3000,0,1,0
61.3696,31.9382,32.1525,0.7661,0.6728,0.0500,0.8600,0.2800,0,1,1
75.3050,35.6919,33.9925,1.8631,0.6925,0.9400,0.1500,0.4800,0,1,0
52.8676,33.2637,34.9188,0.4563,0.6802,0.5900,0.4300,0.5700,0,1,0
51.6064,24.4844,26.2108,3.5310,0.7321,0.7300,1.5300,0.5100,0,1,0
39.6979,19.0665,18.8001,1.6554,0.9951,0.1300,0.2600,1.8900,0,-1,0
37.2997,17.2556,16.0442,1.3153,1.1337,0.2900,1.2900,3.1600,0,-1,0
57.7421,11.7906,11.8705,1.5146,0.6277,0.3800,0.0500,0.9300,0,1,0
44.3710,23.9407,24.3652,0.9826,0.6499,0.2100,0.0300,1.4400,0,1,0
60.4699,22.6540,22.1827,0.8665,0.7274,0.8700,0.2900,1.4100,0,1,0
39.3389,19.4128,19.8466,0.8016,0.6670,0.0700,0.0300,2.3800,0,-1,1
33.0889,23.1975,21.9112,1.4881,0.9874,0.2200,0.9400,1.0800,0,-1,0
61.6482,29.1493,28.8397,3.2566,0.8109,2.3600,0.0500,4.4200,0,-1,0
46.8839,26.7095,28.5913,2.4656,0.9739,0.3400,1.2300,2.6400,0,1,0
32.1313,20.9124,19.2485,1.2250,1.2392,0.4300,0.2100,4.4600,0,-1,0
70.2437,21.4802,19.2603,1.8029,0.3963,0.4400,0.0000,0.3700,0,1,0
70.3836,31.9321,29.9484,1.3568,0.4683,0.0700,0.1700,0.5700,0,1,0
49.1988,35.0801,37.5716,1.0590,0.3703,0.0200,0.2700,0.4800,0,1,0
52.9344,19.0098,19.7248,0.8852,0.3673,0.2400,0.3400,0.5800,1,1,0
42.2920,17.2432,16.9026,0.7415,0.3719,0.0400,0.5600,0.0600,0,-1,0
47.9006,21.0583,21.7241,1.0040,0.4453,0.2000,0.3400,0.7600,0,-1,0
61.4780,20.2354,19.3558,0.7001,0.4385,0.3700,0.1400,0.3100,0,1,0
37.3044,16.8585,15.8540,1.5243,0.3646,0.4700,0.2300,0.3500,0,-1,1
19.6539,26.4471,23.4265,2.0221,0.5104,0.0700,0.0100,1.2900,0,-1,0
45.8556,33.6272,35.0676,1.1148,0.7546,0.5900,0.2000,1.2500,1,-1,0
61.6367,30.7586,32.4628,1.4413,0.5397,0.3300,0.0400,1.9600,0,1,0
74.4217,30.0505,29.4335,1.7571,0.6099,0.1500,0.0300,2.8700,0,1,0
49.8911,28.8592,31.0697,1.9164,0.6620,0.1200,0.3600,0.7200,0,1,0
39.1972,26.3516,26.4082,0.8546,0.7151,0.1100,0.5100,0.5800,0,1,0
33.7625,13.9986,11.3079,4.9079,0.4781,0.0000,0.9400,2.5800,1,-1,0
46.6396,31.8425,33.4705,0.5888,0.6860,0.7500,0.1500,0.9800,1,-1,0
67.0249,22.3913,21.5586,1.2707,0.5789,0.0100,0.3400,2.0600,1,1,1
74.6949,44.1663,42.7706,0.9845,0.4463,0.5100,0.0000,0.4200,0,1,0
56.2939,40.3599,43.1054,1.3766,0.3762,0.2900,0.6100,0.1400,0,1,0
36.0562,24.0910,23.5699,1.0877,0.3866,0.0900,0.0600,1.1500,0,-1,0
21.7541,29.3274,26.7302,3.2632,0.4739,0.0000,0.0700,2.6200,0,-1,0
57.9255,32.0689,33.2970,5.8998,0.6853,1.2400,0.0400,3.7800,1,-1,0
60.8263,20.6057,21.3797,0.7616,0.7202,0.1300,0.3300,1.8800,0,1,1
68.9716,37.7298,36.2762,2.1426,0.6511,0.6900,0.0000,3.4600,0,1,0
44.1339,25.0878,26.1086,0.6780,0.4123,0.0900,0.0000,0.8800,0,1,0
47.7664,16.9268,18.0630,1.0783,0.4059,0.3600,0.1900,0.3500,0,1,0
53.0449,16.4674,16.4472,1.4914,0.4685,0.2600,0.2700,1.1700,0,1,0
67.0562,15.2553,14.5056,3.5815,0.5385,0.2200,0.3300,1.7900,0,1,0
40.5721,14.0142,13.7061,0.7025,0.6150,0.0200,0.0800,1.0500,0,1,0
35.6543,19.6544,18.0431,3.9938,0.4506,0.0100,1.0700,1.0800,0,-1,0
56.8789,25.8197,25.5685,1.2985,0.3079,0.4800,0.1100,0.3900,0,1,0
46.9367,24.9254,26.5578,2.0187,0.3207,0.1200,0.5300,0.8400,0,1,0
39.1092,15.3687,15.1942,2.5519,0.4534,0.3300,0.4700,1.1800,0,-1,1
29.0118,33.2249,31.8315,1.2462,0.4425,0.0700,0.6000,1.0100,1,-1,0
51.0318,27.1156,28.7594,1.0121,0.4940,0.4200,0.0900,0.6200,0,-1,0
68.8397,19.2530,17.6078,1.5733,0.2878,0.0700,0.0500,0.7800,0,1,0
61.6706,29.7507,29.8265,1.2097,0.3862,0.1100,0.4000,0.0300,0,1,0
68.0250,20.4888,18.3370,6.1448,0.5232,1.5900,2.1900,0.9900,0,1,0
39.1560,29.5402,30.1547,0.3864,0.9121,0.1900,0.2100,1.2200,1,-1,0
72.9077,29.4767,27.4361,2.7315,0.4374,0.1000,0.2600,1.9200,1,1,0
56.7301,35.1752,36.1707,2.0587,0.4956,0.1400,0.0900,0.7000,0,1,1
69.7747,29.0733,27.6851,2.2520,0.3668,0.3900,0.5200,0.1400,0,1,0
80.0355,33.7705,31.2289,5.0824,0.4419,0.7900,0.0400,0.9200,0,1,0
86.3707,39.3020,36.5770,2.5164,0.5202,0.1200,0.0700,1.8300,0,1,0
61.8588,47.1265,48.4553,1.1412,0.6154,0.2300,0.9300,0.4700,0,1,0
53.4286,39.4161,41.2827,0.9422,0.5502,0.0800,0.2700,0.4000,0,1,0
56.1677,32.2409,33.7372,0.7688,0.5590,0.0000,0.4200,0.6900,0,1,0
37.2987,13.9762,13.7604,1.1873,0.4081,0.0200,0.4700,0.7300,0,-1,0
53.4841,23.1281,24.3236,1.3117,0.5169,0.0200,0.1200,1.0800,0,-1,0
73.6806,19.9994,17.5669,4.1891,0.5172,0.7100,0.0000,2.7400,0,1,0
42.0399,19.3910,18.9378,1.1823,0.4176,0.1800,0.2100,0.5800,0,-1,0
47.1527,18.3455,17.5721,3.0246,0.6064,0.8400,1.1900,0.5300,1,-1,0
55.0755,26.1577,27.4712,1.4453,0.5718,0.5600,0.0300,1.2100,1,-1,0
69.2032,14.1732,12.3276,2.1477,0.4880,0.2200,0.1300,1.6600,0,1,0
48.0102,24.7475,26.4926,1.2244,0.4879,0.1300,0.2300,0.6000,0,1,0
73.7726,19.9055,18.2107,7.9901,0.4889,0.8400,0.1300,3.8400,1,1,0
67.5778,25.8835,24.7160,4.0004,0.6481,1.1200,0.0700,1.9300,1,1,0
46.2580,25.2808,27.0241,0.9019,0.5046,0.0800,0.3800,1.2200,0,1,0
44.4357,18.2180,18.4857,1.0305,0.3679,0.0800,0.4000,0.6900,0,-1,0
60.2346,12.4255,11.2414,2.2385,0.3444,0.4100,0.0100,0.6600,0,1,1
72.9202,27.1034,24.5230,8.6418,0.4327,0.9500,0.0000,1.9300,1,1,0
66.0225,25.3537,26.1961,2.5166,0.6484,0.3800,0.1300,2.5200,1,1,0
61.7355,23.0611,22.9027,0.9189,0.7868,0.4700,0.0000,2.2700,1,1,1
82.0633,27.4861,23.8668,8.3479,0.4983,1.7400,0.3200,0.8400,0,1,1
78.9787,48.9976,47.3248,1.2319,0.5341,0.3400,0.1100,2.2300,0,1,0
66.6099,58.6736,58.5814,0.4363,0.5562,0.1500,0.2400,0.4200,1,1,0
50.1817,23.0905,24.3169,1.3691,0.5254,0.1300,0.7600,0.2200,1,1,0
47.6922,20.4539,21.6831,0.8894,0.5156,0.3000,0.3300,0.3900,0,1,0
51.6041,16.7608,17.9077,0.9181,0.6030,0.0900,0.7900,0.0400,0,1,0
28.7834,14.8460,12.0005,4.4932,0.3869,0.0500,1.5900,1.3400,0,-1,1
28.6185,35.9179,33.3439,1.7917,0.6282,0.5000,1.8500,0.8300,1,-1,0
52.4812,37.1611,38.7638,0.7786,0.4817,0.1500,0.2700,0.4300,0,-1,0
66.5215,25.3569,24.5211,2.1464,0.3122,0.4300,0.1500,0.5900,0,1,0
72.5464,41.8432,39.7638,1.4485,0.4504,0.1300,0.2300,1.3000,0,1,0
64.1355,57.9238,58.2278,0.5689,0.6073,0.3600,0.5300,0.4400,1,1,0
37.1349,18.3859,16.7156,2.9938,0.3741,0.1600,0.3600,0.9700,1,-1,0
37.4759,25.3509,22.9323,1.3578,0.4471,0.8000,1.2000,0.3200,0,-1,0
31.1795,34.8259,33.1726,0.9512,0.5418,1.1100,0.4200,0.5300,0,-1,0
52.4471,31.9754,33.9266,0.4328,0.5946,0.4500,0.1300,0.9000,0,-1,0
66.2645,26.7411,26.3576,1.4236,0.5656,0.2000,0.2300,0.6900,0,1,0
41.1889,25.4880,26.1709,1.4891,0.5423,0.0500,0.1600,2.0900,0,1,0
38.6870,25.9338,25.1079,0.8983,0.5530,0.1300,0.7200,0.2600,0,-1,0
48.7674,29.6810,30.9153,1.0344,0.5726,0.8100,0.0900,1.1800,1,-1,0
54.0682,19.2090,20.5690,1.1323,0.5273,0.5000,0.0500,0.1600,0,1,0
39.0423,15.1724,13.4160,1.1005,0.3704,0.2300,0.9100,0.1200,0,-1,0
30.2287,18.6067,16.2526,2.1704,0.4458,0.0000,0.2100,2.9600,0,-1,1
20.5992,35.5253,32.4951,2.7284,0.7336,0.2400,1.6100,0.4300,0,-1,0
42.0702,40.8876,41.8439,0.7476,0.7451,0.4400,0.0600,0.8000,1,-1,0
53.5037,15.0483,16.1904,1.0883,0.4246,0.4600,0.1800,0.4200,1,1,0
29.0825,15.3715,12.1379,4.4306,0.4334,0.1900,0.7400,2.6500,0,-1,0
52.8367,22.3430,23.5410,1.4533,0.5533,0.0400,0.1100,1.6200,1,-1,0
69.2383,22.0856,20.6425,3.1585,0.6602,0.3000,0.3200,2.6100,1,1,0
53.5648,28.9190,30.2130,0.8062,0.6484,0.1200,0.7300,0.0100,0,1,0
35.6433,20.1344,18.6525,0.9731,0.3810,0.0800,0.5600,0.7300,1,-1,0
56.3359,27.6386,28.8346,1.1593,0.3932,0.4400,0.0700,0.9600,0,-1,0
63.2375,26.9140,26.5835,0.8607,0.3953,0.3700,0.5600,0.0400,1,1,0
49.8345,25.3819,27.1641,1.3162,0.4175,0.0000,0.3300,1.1400,1,1,0
44.5826,19.2007,18.0667,2.6175,0.4077,0.1300,0.3900,0.4100,1,-1,0
49.2615,22.8015,23.6314,0.9671,0.4573,0.3800,0.2700,0.0800,0,-1,0
56.6000,21.8521,23.0010,1.5583,0.5133,0.7800,0.1900,1.4300,0,-1,0
53.4097,20.7267,21.3959,4.0322,0.7843,0.6900,2.4600,2.1300,0,1,1
67.3205,18.2069,17.0316,1.3837,0.8909,0.7000,0.2100,1.1800,0,1,1
72.6735,22.6944,19.6631,3.3695,0.5673,0.7800,0.3300,3.1400,1,1,0
44.2079,27.9081,29.9162,0.8567,0.5781,0.0500,0.0300,0.8500,0,1,0
36.7170,12.4211,11.2811,1.7420,0.3675,0.0100,0.2000,1.0900,0,-1,1
25.1170,36.8590,35.1659,0.9302,0.3456,0.0000,0.3000,0.4800,0,-1,1
27.1631,33.2721,31.4347,5.0488,0.4686,0.4900,0.2500,2.5200,0,-1,0
59.9284,25.2388,26.9182,0.9381,0.2661,0.0700,0.1500,0.4500,0,1,0
