directionIntent,rsi,rvol,atrPercentage,prevADX,bodySize,target_win
-1,47.6146,0.6593,0.2819,35.9675,0.1500,0
1,58.2151,3.2830,0.2042,11.4966,0.1400,0
-1,36.1799,2.4602,0.2544,10.7610,0.4900,0
-1,29.8100,5.5265,0.2986,12.0699,0.7600,0
-1,40.3414,0.6715,0.4135,29.1288,0.1900,1
-1,24.6299,3.3326,0.3880,50.6047,0.2400,0
1,64.5113,1.0115,0.1815,12.6673,0.2300,0
1,42.6599,1.7739,0.1590,10.7133,0.1900,1
1,66.1201,3.8789,0.1965,17.1480,0.1500,0
1,60.6875,3.4851,0.2042,33.5903,0.3500,0
1,45.8419,2.1242,0.1938,21.7545,0.4200,0
1,46.1429,0.3927,0.1603,12.5232,0.2800,0
-1,41.1684,2.0488,0.1678,12.3683,0.1100,0
1,57.8107,0.9590,0.1676,15.7884,0.1800,0
1,44.1395,2.7670,0.1584,10.4642,0.3900,0
-1,36.8576,0.7490,0.1508,16.1105,0.1400,0
-1,50.3459,0.7668,0.1551,25.6470,0.2900,0
1,62.9307,0.8060,0.1723,18.7365,0.4300,0
1,60.5135,2.1874,0.1741,24.1523,0.1800,0
-1,46.9228,0.7510,0.1392,18.9606,0.1100,1
-1,30.7810,4.1863,0.1308,25.7357,0.1700,0
-1,63.6120,5.3894,0.1657,31.3058,0.7500,0
1,65.1810,0.2930,0.1074,30.4022,0.0600,0
1,49.2596,1.7820,0.1119,33.0140,0.1400,0
-1,44.6989,1.5520,0.1221,21.9794,0.0700,0
1,55.8304,0.3927,0.1339,18.2656,0.0300,0
1,45.9509,1.7506,0.1582,16.8168,0.4400,0
-1,36.0396,0.6181,0.1307,15.6239,0.1500,1
-1,19.6263,2.5279,0.1463,35.1701,0.3900,0
-1,41.1399,2.0584,0.1947,43.9004,0.3200,0
-1,55.8926,1.0355,0.1718,21.8245,0.2000,0
1,64.1356,0.5486,0.1252,13.3512,0.0600,1
1,77.6037,1.5154,0.1105,27.0291,0.0900,0
1,60.0394,1.2020,0.1151,30.8233,0.2900,0
1,42.5422,0.5080,0.1071,20.4875,0.1900,0
1,51.8355,0.9113,0.1273,16.1749,0.0900,0
-1,39.4901,2.2684,0.1378,17.4227,0.0100,0
-1,54.3460,0.3764,0.1225,23.4533,0.1800,0
-1,46.0172,0.9963,0.1314,19.5295,0.1000,0
-1,45.1263,2.1527,0.1083,20.8639,0.1100,0
1,65.7024,4.4993,0.1045,19.8744,0.2200,0
1,55.8441,0.5152,0.1128,22.4512,0.1400,0
-1,40.2765,0.6542,0.0942,12.4260,0.1300,0
-1,58.8876,6.8069,0.0901,15.9145,0.3200,0
1,73.9503,5.2255,0.1215,17.9934,0.2000,0
1,65.3239,1.1763,0.1634,33.7022,0.1300,0
1,46.5133,0.2457,0.1275,33.8689,0.0600,0
-1,29.6852,0.5937,0.1285,25.3157,0.3000,0
-1,55.2845,7.2500,0.1428,27.6851,0.3800,0
1,64.5871,1.5089,0.1217,15.7349,0.1700,1
1,78.1566,0.9972,0.1158,36.7878,0.1700,0
1,64.9505,4.3667,0.1451,41.5030,0.4200,0
1,75.5947,3.4053,0.1765,43.1727,0.6100,0
1,86.5010,4.9864,0.2520,46.2352,1.2600,0
1,88.9017,2.0897,0.3147,51.1995,0.5500,0
-1,40.4312,1.1971,0.1637,26.9664,0.2300,0
-1,45.9018,0.8574,0.1742,25.5743,0.2700,0
1,63.4126,3.3145,0.1479,17.1602,0.4200,1
1,72.2569,5.8681,0.2076,24.6151,0.0600,0
1,62.7450,1.9819,0.2699,34.2727,0.4000,0
1,63.8094,3.6023,0.3418,32.9630,0.6900,0
1,40.9617,2.4010,0.2791,31.7270,0.4700,0
-1,28.6402,0.8151,0.1947,27.4256,0.2100,0
-1,25.9470,3.0410,0.2289,31.5760,0.4700,0
-1,47.0451,1.1827,0.2546,33.1894,0.1700,0
1,64.6998,2.5041,0.2368,23.3836,0.2200,0
-1,40.7081,0.8014,0.1243,10.5625,0.0600,0
-1,53.7485,2.4548,0.1320,11.7716,0.2900,0
-1,36.5194,2.2853,0.1656,9.8118,0.5000,0
-1,50.9997,0.7389,0.1555,30.5286,0.4700,0
1,60.0936,0.6266,0.1693,26.4477,0.2400,0
1,52.5121,2.4078,0.1758,26.1013,0.3300,0
-1,38.8821,0.5616,0.1477,16.6083,0.0800,0
-1,55.3518,0.7396,0.1477,18.5701,0.1600,0
1,70.3917,3.9946,0.1860,14.4695,0.6300,0
1,47.3108,1.7760,0.2417,23.0984,0.3200,0
-1,32.4357,1.4639,0.2756,20.0033,0.5100,0
1,65.6154,2.1499,0.3677,14.3282,0.8300,0
1,45.4491,0.6178,0.4409,13.5563,0.4000,0
-1,33.2018,3.6994,0.3517,14.6088,0.4400,0
-1,47.7066,3.3514,0.2581,22.5641,0.1300,0
-1,28.2218,0.7634,0.3271,29.2726,0.1300,0
1,69.1188,1.6295,0.1889,22.3968,0.6300,0
1,70.1887,0.3972,0.2195,29.6781,0.4000,0
1,47.0061,0.6885,0.2768,32.4653,0.2900,0
-1,38.9354,0.5058,0.2741,15.6537,0.1400,0
-1,53.8356,0.3239,0.2448,19.3014,0.2900,0
1,64.5344,1.0975,0.1514,12.9058,0.3000,0
1,48.9256,1.7448,0.1724,17.4969,0.0500,1
1,72.6438,3.5752,0.1636,21.8116,0.2200,0
1,60.2754,3.5817,0.1742,30.6855,0.1100,1
1,68.9133,0.9142,0.1718,46.2402,0.2000,0
1,60.4928,0.8046,0.2202,52.8254,0.0200,0
1,47.6733,1.4493,0.2360,51.2502,0.4600,0
1,60.1226,1.1354,0.2546,45.3642,0.6300,0
1,45.9207,0.6153,0.2619,40.6109,0.3800,0
-1,35.3073,0.9679,0.2941,25.2133,0.4500,0
-1,54.4806,0.6729,0.2418,23.1063,0.1300,0
1,68.0801,2.2809,0.2879,22.5094,0.0200,0
1,57.8168,1.0412,0.2068,35.0540,0.4700,0
1,39.8435,2.1129,0.2480,28.5406,0.2800,0
-1,32.5569,1.9334,0.2643,24.8175,0.3300,0
-1,51.5846,1.4436,0.1912,27.1419,0.0600,0
1,63.0800,1.8708,0.1698,18.1373,0.1600,0
1,51.2677,1.6408,0.1523,21.4498,0.2300,0
1,43.3020,1.4710,0.1506,15.1510,0.1300,1
1,69.2750,2.2382,0.1736,13.2400,0.2500,0
1,46.8733,1.1728,0.1871,15.9082,0.3100,0
1,48.0567,1.7620,0.1983,18.1883,0.2900,0
-1,35.8670,1.8079,0.1721,15.0553,0.3300,0
-1,52.6839,1.1008,0.1392,20.3172,0.1800,0
1,79.3607,9.3709,0.2036,18.7632,1.1800,0
1,72.2984,3.2704,0.2693,25.4755,0.4100,1
1,66.7734,1.1133,0.2745,26.9239,0.4500,0
1,43.9062,1.5024,0.2629,17.8249,0.2200,1
1,49.6950,2.1958,0.3615,16.9052,0.9000,0
1,43.4006,11.9217,0.3619,27.4055,0.5400,0
-1,62.1481,1.4992,0.3846,40.2659,1.1200,0
1,71.8735,2.3640,0.2680,20.1767,0.3000,0
1,64.6335,1.2004,0.3727,29.6718,0.5300,0
-1,36.0409,1.0807,0.2107,18.4350,0.1100,0
-1,49.8054,0.6042,0.2082,23.3684,0.1400,0
1,66.5001,2.1125,0.2037,20.9425,0.3900,0
1,70.8794,4.0066,0.2377,23.7184,0.7200,0
1,66.6469,2.1745,0.2712,36.5276,0.3300,0
1,44.3330,1.0224,0.2216,36.1727,0.1400,0
-1,36.0139,2.9025,0.1703,11.7032,0.6100,0
-1,54.6845,0.9660,0.1869,11.5114,0.2000,0
1,69.8160,2.4621,0.2071,12.2953,0.6700,0
1,70.6669,1.1178,0.2378,32.0377,0.5800,0
-1,35.0528,3.1549,0.1767,22.0056,0.4900,0
1,64.2242,1.8988,0.1775,13.9889,0.2700,0
1,46.4991,1.7544,0.2127,17.6479,0.9000,0
-1,42.2045,1.9016,0.3351,13.4560,0.1400,0
1,65.4544,3.3214,0.2834,28.5440,0.7800,0
1,72.8248,2.2972,0.3410,29.3104,0.8300,0
1,81.8800,2.9875,0.3696,38.3898,1.3800,0
1,52.5986,1.0186,0.3657,43.4142,0.8300,1
1,82.8028,5.7297,0.3222,23.6710,2.5700,0
1,69.7160,1.3431,0.5824,47.8609,0.3800,0
-1,35.2996,1.8340,0.3417,31.3615,0.1500,0
-1,54.7636,0.3801,0.3821,25.0708,0.2000,0
1,59.4291,1.7884,0.2631,23.2777,0.1700,0
1,43.5630,0.5832,0.2023,19.4772,0.2700,0
-1,42.4176,0.9008,0.2318,14.1154,0.3300,0
1,56.3045,0.3427,0.2143,14.3588,0.1900,0
1,66.5890,2.0744,0.2360,18.1315,0.3900,0
1,50.4301,0.9089,0.3273,27.0133,1.1800,0
-1,33.2087,1.5203,0.3966,16.9193,0.8500,0
1,70.1616,1.4613,0.2371,20.6437,0.3400,0
-1,40.8911,1.4055,0.2504,19.2130,0.1600,0
1,64.6445,2.6934,0.2399,20.0038,0.6200,0
1,64.1865,0.7421,0.3769,28.9757,0.4500,0
1,50.5337,1.0370,0.4178,30.7646,0.7500,0
1,40.1427,1.6891,0.5047,21.2367,1.1400,0
-1,39.1164,1.2069,0.5105,21.1852,0.3100,0
1,54.0627,0.7395,0.3356,29.7123,0.0900,0
1,48.0214,0.5355,0.3305,18.2337,0.5300,0
-1,38.4279,0.8413,0.2827,11.2286,0.0100,0
-1,43.3148,1.3855,0.2970,21.1413,0.4200,0
-1,31.3354,2.2065,0.3308,21.5672,1.1700,0
-1,41.0478,1.0585,0.3752,25.0978,0.8800,0
-1,44.6953,0.4207,0.5130,35.9025,0.5100,0
1,59.1744,0.3488,0.2244,18.2043,0.1000,0
1,43.6851,3.4747,0.2600,14.6884,0.5600,1
1,63.2150,2.2847,0.2861,14.5460,0.1200,0
-1,41.8462,0.4779,0.2078,13.8724,0.0100,0
-1,48.8750,1.1854,0.2087,17.2389,0.1000,0
1,62.0520,1.6261,0.1859,14.0895,0.2500,0
1,46.7345,2.2077,0.1870,15.0917,0.0500,0
-1,34.7537,1.1950,0.2097,12.6922,0.2900,0
1,56.8924,2.6298,0.1521,16.0107,0.0800,0
1,49.6462,2.7934,0.1558,14.6619,0.0200,0
-1,30.2613,4.4895,0.1711,15.2121,0.6900,0
-1,28.4471,2.3260,0.1820,22.1816,0.3800,1
-1,21.3738,1.6500,0.2614,43.9144,0.3800,0
-1,15.7692,2.8439,0.3229,48.7763,0.4900,0
-1,43.8976,2.0845,0.3013,64.8640,0.4200,0
-1,53.7113,2.0880,0.3127,58.4490,0.4400,1
-1,31.5493,2.6850,0.3401,37.0850,0.3200,0
-1,49.1308,1.2985,0.3759,38.7403,0.0001,0
1,67.2413,0.8810,0.2002,22.9797,0.3200,0
1,51.1446,0.6383,0.1358,26.8366,0.1500,0
-1,40.9785,1.6343,0.1513,20.6240,0.0700,0
-1,38.1059,2.9582,0.1988,25.0215,0.4500,0
-1,55.5716,0.7809,0.2353,26.3703,0.2500,0
1,61.7194,6.5627,0.2129,10.8666,0.4100,0
1,60.3002,0.2274,0.2455,16.5643,0.0900,0
-1,43.0607,0.5302,0.1701,17.3186,0.0700,0
-1,53.9739,0.6413,0.1670,15.5489,0.0400,0
1,54.6728,0.8607,0.1727,12.5351,0.1900,0
1,63.4900,1.2379,0.1621,14.5131,0.3300,0
1,66.2668,0.9325,0.1987,28.9604,0.2100,0
-1,47.1766,0.4847,0.1852,24.0086,0.1600,0
1,60.2460,1.8614,0.1322,14.4036,0.0600,0
1,64.9424,0.6682,0.1346,18.9953,0.0200,0
1,45.9909,1.0490,0.1516,24.9535,0.1900,0
-1,44.0131,0.5724,0.1491,18.0964,0.2500,0
1,65.7032,1.2286,0.1248,19.2285,0.1400,0
1,63.5559,1.0803,0.1550,21.4069,0.3300,0
1,54.1185,2.5157,0.1826,20.5665,0.1500,0
1,46.2132,1.0717,0.1819,17.6292,0.4000,1
1,70.9396,2.8422,0.2281,20.6985,0.6600,0
1,58.1576,1.0568,0.2592,30.0103,0.1900,0
-1,38.7103,0.8826,0.3325,20.0285,0.4000,0
-1,56.1446,0.8272,0.2513,38.8896,0.4300,0
1,66.2076,1.4011,0.2006,23.9915,0.1400,0
-1,33.5237,0.7977,0.2345,20.3896,0.5400,1
-1,21.3988,3.6929,0.2145,22.0565,0.8800,0
-1,26.6613,1.6012,0.3041,34.9739,0.0500,0
1,60.9208,0.8298,0.2699,18.3234,0.4300,1
1,76.4623,2.5219,0.2326,28.3958,0.2600,1
1,82.6039,2.2873,0.2825,39.3138,0.0300,1
1,88.8470,1.7266,0.3346,59.9241,0.7100,0
1,72.3937,0.9366,0.4031,63.7827,1.1000,0
1,71.2013,1.5780,0.2990,56.4128,0.9300,0
1,48.5830,1.5706,0.3554,54.6101,0.6500,0
1,51.7533,0.7842,0.3244,22.8457,0.0900,0
1,43.2497,1.1653,0.3218,29.7889,0.7000,0
-1,41.7029,1.1368,0.2565,17.2267,0.5900,0
1,63.5117,3.7660,0.2988,15.8212,0.8700,0
1,61.1035,0.7702,0.3775,18.1588,0.1400,0
1,45.8948,0.8700,0.4299,15.3941,0.3000,0
-1,34.6073,1.8408,0.5214,24.4890,0.6800,0
-1,47.2261,1.4251,0.4227,41.5805,0.0400,1
-1,36.5728,1.0227,0.2146,25.8847,0.0900,0
1,60.5729,0.9071,0.1646,17.7205,0.0500,0
-1,37.6413,1.4217,0.2019,16.7808,0.3900,0
-1,35.6167,1.1792,0.2812,27.3330,0.2300,0
-1,47.8957,0.5743,0.3184,27.6095,0.4700,1
-1,29.2225,2.9854,0.4347,22.6555,0.8800,0
1,61.1547,2.0369,0.1858,22.8743,0.3600,0
-1,44.8732,0.4414,0.2026,14.1438,0.0300,0
-1,46.8829,0.9004,0.2628,32.9183,0.3700,0
1,65.8290,4.9582,0.2859,16.8411,1.5300,0
-1,41.7911,1.4868,0.3754,19.8208,1.0100,0
1,61.5402,1.8320,0.4277,17.8682,0.4200,0
1,38.9723,1.5368,0.5325,24.7986,0.9700,0
-1,30.5065,2.8254,0.5369,25.6305,0.5000,0
-1,50.7622,0.7440,0.5209,26.0650,0.1400,0
1,63.4892,0.7235,0.2939,22.1429,0.1700,0
1,64.5320,1.7435,0.3414,33.9290,0.3100,0
1,47.9444,1.3129,0.4050,32.2457,0.4800,0
-1,32.0023,1.3729,0.4102,23.5807,0.4500,0
-1,56.1010,0.7943,0.2867,24.3684,0.4500,0
1,65.0288,1.2058,0.2346,23.5162,0.1100,0
1,50.1238,1.8377,0.2569,25.4548,0.4100,1
1,78.2702,4.8853,0.2803,20.4956,1.3000,0
1,58.2671,1.0931,0.2157,40.3488,0.1100,0
-1,45.1663,0.6201,0.1960,31.2540,0.0700,0
-1,30.0480,2.8727,0.2369,31.4248,0.7200,0
-1,34.6852,0.4476,0.2848,42.5684,0.5800,0
1,57.7293,1.4704,0.2082,19.9279,0.1300,1
1,68.7117,1.3716,0.1725,28.6691,0.0500,1
1,77.3922,2.5179,0.1786,28.6677,0.4600,1
1,85.9483,2.9779,0.2177,39.6692,0.3700,0
1,73.3784,2.9035,0.3215,50.9814,0.3000,0
-1,48.6934,1.1623,0.1976,26.2418,0.0600,0
1,64.6914,1.2175,0.1842,19.7776,0.2300,0
1,44.0030,1.3308,0.2282,19.9862,0.1300,0
1,55.6594,1.0303,0.3539,10.9886,0.1900,0
1,41.1592,0.2758,0.3384,10.4966,0.3200,0
-1,37.8557,0.2802,0.4151,11.9325,0.7400,0
1,61.5074,1.1247,0.4926,14.9107,1.1200,1
1,78.3323,0.7096,0.6057,21.2987,0.8300,0
1,46.6634,1.2149,0.3498,28.5849,0.4600,0
1,58.7373,1.5883,0.3835,19.5161,0.5500,0
1,53.1233,0.2587,0.3641,11.0676,0.9700,0
1,47.8013,0.2051,0.3356,10.0957,0.2500,0
-1,37.5019,0.4917,0.3146,10.2398,1.1000,0
-1,43.2985,0.8755,0.3717,21.6513,1.0400,0
1,59.3959,0.4295,0.3416,26.6983,0.5400,0
-1,39.0316,0.7887,0.3037,18.9478,0.8400,0
-1,31.4378,1.0255,0.4241,29.5419,1.1600,0
-1,28.2084,3.1890,0.4871,34.9479,1.5600,0
-1,49.5838,3.7276,0.3478,38.3519,0.2100,0
1,63.2368,1.4376,0.2165,19.0274,0.4700,0
1,65.7923,1.4036,0.2929,22.2604,1.2900,0
1,46.6574,1.3244,0.4106,27.8609,1.1500,1
1,72.0347,2.4325,0.3378,13.7761,0.8700,1
1,77.4232,1.3244,0.4147,28.1220,0.5200,0
1,64.8620,0.8151,0.4885,39.4581,0.0500,0
-1,37.7026,1.4588,0.3868,21.2451,1.3000,0
1,61.3334,2.1240,0.4508,17.9713,0.9800,0
1,48.0145,1.1218,0.4597,17.8247,0.7600,0
-1,33.2089,1.8998,0.4571,17.8548,1.1800,0
-1,56.1889,2.2029,0.3547,31.4772,0.7200,0
1,63.6493,1.6139,0.2725,16.7475,0.2600,0
1,48.4083,1.1811,0.2498,19.3577,0.3700,0
-1,34.1420,4.0153,0.2834,18.2313,0.8700,0
-1,23.8488,2.2598,0.3393,21.6266,0.9600,0
-1,49.9570,0.4311,0.4532,30.5621,0.5700,0
1,61.0843,1.1403,0.4320,27.2473,0.1700,0
1,54.2059,2.5814,0.4594,25.3494,0.6500,0
1,50.2798,0.3518,0.4174,13.7782,0.2700,1
1,68.8013,1.7860,0.4735,15.7119,0.6800,0
1,64.2650,0.8831,0.5360,33.3649,0.0200,1
1,76.2012,5.0512,0.3849,23.2447,0.9300,0
1,51.4817,1.4136,0.4688,30.4489,0.6100,0
-1,39.0684,1.1572,0.3887,19.7124,1.0500,1
-1,39.1293,1.6596,0.3187,35.7228,0.5100,0
-1,45.3721,0.5096,0.3016,39.1394,0.3500,0
1,62.5212,0.6077,0.1935,25.6980,0.2500,0
1,51.8408,0.9604,0.2512,21.0063,0.3400,0
1,71.6282,3.2499,0.3063,19.1759,1.0900,0
1,57.1561,0.8009,0.3981,25.0370,0.5200,0
1,42.6047,2.6262,0.5054,23.0158,1.8600,0
-1,27.5800,1.8749,0.6649,29.0250,1.3900,0
-1,54.7316,1.3377,0.5156,34.6905,0.2700,1
-1,22.0656,1.3153,0.4867,25.0770,0.9100,0
-1,44.8803,1.0121,0.5559,30.5870,0.9900,0
1,59.7704,0.6669,0.2981,12.8150,0.0400,0
1,45.2118,0.5954,0.2131,8.9551,0.0100,0
-1,27.8295,0.8443,0.2637,11.6659,0.8800,0
-1,36.4165,0.7847,0.3392,17.1291,0.9300,0
-1,51.3796,0.3919,0.3660,22.9079,0.1700,0
1,64.3593,0.2106,0.1661,11.3203,0.1200,0
1,58.9866,0.2562,0.1440,11.8179,0.2200,0
-1,40.6148,0.8953,0.1667,11.1102,0.5100,0
1,58.4547,4.5186,0.1853,13.4011,0.3000,0
-1,43.5603,0.2029,0.1903,10.0346,0.3800,0
-1,56.0494,0.9351,0.2444,28.6392,0.4600,0
1,58.4073,0.8465,0.2180,19.8310,0.3300,0
1,44.9718,0.7170,0.1782,27.4185,0.9800,0
1,54.6105,0.3082,0.2138,23.0608,0.1500,0
-1,43.0307,0.4623,0.2446,22.2655,0.0800,0
1,62.5881,0.7761,0.2641,29.0882,0.2300,0
1,40.2813,0.7481,0.2320,15.5216,0.4000,0
-1,35.0583,0.3140,0.2562,19.0097,0.5500,0
-1,48.2314,0.3988,0.3306,29.7856,0.5600,0
1,62.2038,1.7468,0.3098,18.7465,0.3000,0
-1,39.0261,0.4591,0.2006,16.1472,0.3600,0
-1,57.0719,0.8658,0.2656,24.1910,0.7200,0
-1,55.3040,0.8099,0.2253,21.6458,0.3200,0
1,62.8490,8.0666,0.2275,18.9353,0.1000,0
1,49.3874,1.8333,0.2431,15.5540,0.9700,0
-1,32.7687,1.1338,0.2898,15.0224,0.7200,0
1,54.5156,0.9572,0.2317,16.0664,0.0200,1
1,70.8445,1.7693,0.2502,13.9977,0.6800,0
1,57.0306,2.0148,0.3577,32.9926,0.9100,0
1,45.2831,0.6748,0.4101,27.6663,0.2800,1
1,82.3386,0.3564,0.2414,36.4659,0.6400,0
1,59.4914,0.7037,0.3200,45.4381,0.7900,0
1,49.4269,0.8996,0.2149,20.3298,0.3900,1
1,68.9933,1.6069,0.2994,22.8488,0.8000,0
1,55.7043,2.5860,0.3264,36.8176,0.0700,0
-1,37.4539,2.2214,0.3034,23.1195,0.4400,0
-1,57.4184,0.5052,0.2763,22.0662,0.3800,0
1,58.1894,1.4910,0.3088,20.0131,0.3100,0
1,57.2541,0.5268,0.3746,23.9428,0.3800,0
1,39.7193,1.2049,0.4235,22.6255,1.0500,0
1,48.7269,3.3239,0.3293,22.9943,0.4400,0
1,40.0580,0.7105,0.3547,18.3340,1.0100,0
1,46.1584,0.6477,0.3068,13.8083,0.9800,0
-1,30.1813,3.1531,0.3919,15.4308,1.3700,0
-1,46.1778,1.3629,0.5005,27.2952,0.6200,0
-1,50.2970,0.4477,0.4232,19.6424,0.1100,0
-1,49.9211,0.5997,0.3495,17.2597,0.0800,0
1,65.2119,1.3743,0.3130,14.8105,0.6300,1
1,78.4647,4.0595,0.3780,26.7507,1.0400,1
1,71.6520,1.7426,0.3345,36.7974,0.2600,1
1,72.3598,1.9878,0.3127,50.6485,0.2700,0
1,70.1170,1.6301,0.2999,51.6488,0.8600,0
1,58.1270,0.9263,0.4152,56.7174,0.6600,0
1,43.2452,1.4546,0.3949,25.3816,0.6600,1
1,69.0078,2.6422,0.4182,16.0295,0.7900,1
1,80.7517,2.5557,0.5385,23.3099,0.8200,0
1,55.8886,0.7763,0.6418,30.9735,0.3300,0
1,42.7210,0.6146,0.6477,24.8797,0.7800,0
-1,36.5119,1.5242,0.4837,11.1151,0.5900,0
1,57.9418,1.2210,0.5712,14.6941,0.0100,0
1,42.2069,2.3162,0.5134,21.1374,1.7100,0
-1,43.5592,2.2476,0.6317,19.8208,0.6400,0
1,69.6029,2.1087,0.8323,19.3586,1.0900,0
1,46.5920,0.7896,0.7060,21.3691,0.4000,0
-1,34.8566,1.6144,0.8081,21.0735,1.0200,0
-1,50.3073,0.5827,0.7549,22.9247,0.1400,0
1,64.8894,1.1859,0.4652,16.1825,0.9700,0
1,42.7333,0.8170,0.4739,15.3787,0.6000,0
-1,36.9016,1.3091,0.5594,18.9355,0.6400,0
-1,57.0568,0.7065,0.4690,24.6148,0.8400,0
1,57.4151,1.5580,0.4171,17.1004,0.3500,1
1,73.2695,2.1071,0.5033,24.1777,0.3500,0
1,46.3983,2.2923,0.6549,32.5512,1.3000,0
-1,39.7588,1.1526,0.7804,26.4344,1.6900,0
1,60.9052,0.9778,0.6617,20.4826,1.5200,0
-1,36.5528,1.5484,0.5405,8.9184,1.5300,0
1,64.9889,1.8366,0.2529,14.6595,0.0600,0
1,54.6320,1.2874,0.2712,21.5591,0.3600,1
1,77.4464,1.5707,0.2718,25.7025,0.7100,0
1,67.1589,2.0544,0.3382,30.3906,0.9700,0
1,56.3421,1.5547,0.4194,39.7241,0.6000,0
-1,42.4482,1.5049,0.4362,26.9726,0.4200,1
-1,37.4180,1.3496,0.2948,22.2382,0.1500,1
-1,21.7789,5.0229,0.3150,46.7610,1.0200,0
-1,44.1141,0.7771,0.3329,50.0879,0.1700,1
-1,30.3360,4.6523,0.3374,38.2671,1.0400,1
-1,22.5842,3.0990,0.5385,51.7307,1.7900,0
-1,23.6907,4.6599,0.7754,55.5403,2.7500,0
-1,38.1369,0.6993,0.9049,61.2155,0.0900,0
-1,50.4715,0.6580,0.6909,45.8104,0.4700,0
1,57.3914,0.4616,0.6484,33.7718,0.1600,0
-1,29.3463,1.8458,0.3371,21.6327,0.8600,1
-1,16.8105,4.4103,0.4491,37.8550,1.2500,0
-1,36.3520,0.4493,0.5380,56.1398,0.2600,1
-1,28.1428,1.9401,0.7064,56.9209,0.3700,0
1,55.1833,0.4629,0.6294,43.3390,1.0600,0
-1,40.1723,1.7036,0.4621,14.1549,0.4000,0
-1,52.0423,1.0419,0.4440,16.2490,0.5500,0
1,65.5088,1.0981,0.3663,19.6486,0.2500,0
1,47.1921,1.4452,0.3542,24.3114,0.4700,0
1,42.9790,1.1610,0.3821,19.6182,0.7200,0
1,43.1826,1.5963,0.4643,10.3376,1.1200,1
1,67.7320,1.6361,0.6229,19.1594,0.9000,0
1,55.1789,1.4601,0.6665,32.7122,1.6400,0
-1,37.4988,1.3476,0.6089,18.6799,1.3400,0
1,61.4126,0.3839,0.5354,21.0066,0.9800,0
-1,31.1909,0.8090,0.3330,19.7116,0.3600,0
-1,21.4615,2.5613,0.4075,24.9966,0.8900,0
-1,24.9114,1.9841,0.4361,41.1936,0.8700,0
-1,52.4710,1.2541,0.4624,42.4282,0.0300,1
-1,32.0921,4.6626,0.4843,26.7662,0.2500,1
-1,23.8411,5.5174,0.6721,42.5349,1.7200,0
-1,53.6044,1.4218,0.5204,40.5738,0.8800,0
1,59.0713,0.7985,0.5199,17.2761,0.2300,0
1,48.6191,1.3487,0.4874,15.4397,0.5100,1
1,67.5062,1.6997,0.4711,17.3306,0.3500,0
-1,38.2581,3.9644,0.4761,15.3242,0.5700,0
-1,42.4239,0.7760,0.5806,32.0079,0.2000,0
-1,48.6062,0.5011,0.5543,32.1343,0.7800,0
1,62.5531,0.6239,0.4030,17.5164,0.3000,1
1,70.1531,2.1862,0.2530,22.6100,0.7300,1
1,73.9390,1.4674,0.2796,40.9675,0.1600,1
1,73.7422,2.2756,0.1801,45.1868,0.1300,0
1,55.5845,0.7625,0.2041,45.6234,0.7800,0
-1,34.9899,1.1036,0.1605,22.5660,0.3700,0
-1,51.1579,0.9647,0.1971,29.6287,0.4500,0
1,66.1797,1.6957,0.2287,25.9411,0.6300,0
1,61.2560,0.8168,0.1610,19.8163,0.2100,0
1,46.2344,1.9861,0.1807,14.8592,0.2900,1
1,73.0658,1.2894,0.1545,30.0969,0.5100,0
1,63.4827,0.8363,0.2137,47.4727,0.1800,0
1,48.2317,1.2178,0.2388,50.8312,0.5800,0
-1,37.2481,1.1472,0.2246,33.0328,0.5500,0
-1,37.2547,3.3513,0.2464,24.9787,0.6700,0
-1,49.9859,0.7946,0.2274,28.6851,0.1500,1
-1,32.8819,0.3718,0.2121,26.0867,0.2700,0
-1,53.7428,1.5329,0.1962,29.7461,0.3300,0
-1,50.4427,0.6237,0.1604,20.6785,0.2500,0
-1,46.5849,1.5241,0.1557,26.4073,0.1000,0
1,51.4943,0.8997,0.1512,17.6867,0.4000,0
1,41.9621,2.2205,0.2136,16.1933,0.9800,0
-1,37.8585,5.7676,0.2480,16.4375,0.2600,0
-1,40.2739,0.6304,0.2549,29.4772,0.0900,0
1,50.9227,0.4950,0.2070,17.9095,0.2700,0
1,56.0705,0.7992,0.1611,20.1089,0.0800,0
1,71.0119,2.7494,0.1767,16.8997,0.5700,0
1,50.7161,3.5638,0.2115,19.2853,1.0900,0
1,52.8402,0.8936,0.1979,18.4512,0.0300,0
1,44.4505,4.4728,0.2091,15.3806,0.3800,0
-1,34.7382,2.5867,0.1772,12.2390,0.2200,0
-1,48.7648,1.0963,0.1665,19.0142,0.3000,0
-1,53.6536,1.2802,0.1470,15.6196,0.1900,0
1,65.1555,3.1691,0.1677,12.9670,0.4400,0
1,50.3008,0.8286,0.2573,19.5497,0.1600,0
-1,29.4772,3.0876,0.2537,17.2845,0.6800,0
-1,45.6984,0.6440,0.2572,23.1280,0.1500,0
-1,56.6813,0.4249,0.2567,16.6006,0.3400,0
1,67.5045,1.0653,0.2525,13.9760,0.7800,1
1,81.1467,2.2399,0.2783,23.3695,0.6400,0
1,57.8055,1.6308,0.3802,32.9482,1.0400,0
1,40.5205,0.6936,0.4672,25.0612,0.4600,1
1,73.2739,2.5694,0.2657,17.6955,0.7600,0
1,54.3299,0.5763,0.3634,30.2780,0.7400,0
